开始统计文件行数...
0it [00:00, ?it/s]
读取数据:  29%|██▉       | 2042806/7086503 [22:45<50:06, 1677.53it/s]
读取数据:  29%|██▉       | 2043129/7086503 [22:45<39:33, 2125.07it/s]
读取数据:  29%|██▉       | 2043520/7086503 [22:45<31:46, 2645.46it/s]
读取数据:  29%|██▉       | 2043917/7086503 [22:46<27:41, 3034.22it/s]
读取数据:  29%|██▉       | 2044277/7086503 [22:46<26:15, 3200.34it/s]
读取数据:  29%|██▉       | 2044615/7086503 [22:46<25:50, 3251.72it/s]
读取数据:  29%|██▉       | 2044958/7086503 [22:46<25:25, 3304.60it/s]
读取数据:  29%|██▉       | 2045322/7086503 [22:46<24:41, 3403.83it/s]
读取数据:  29%|██▉       | 2045680/7086503 [22:46<24:21, 3448.81it/s]
读取数据:  29%|██▉       | 2046026/7086503 [22:46<24:47, 3389.67it/s]
读取数据:  29%|██▉       | 2046397/7086503 [22:46<24:07, 3481.22it/s]
读取数据:  29%|██▉       | 2046773/7086503 [22:46<23:35, 3560.37it/s]
读取数据:  29%|██▉       | 2047161/7086503 [22:46<23:00, 3651.48it/s]
读取数据:  29%|██▉       | 2047552/7086503 [22:47<22:31, 3728.22it/s]
读取数据:  29%|██▉       | 2047968/7086503 [22:47<21:47, 3854.83it/s]
读取数据:  29%|██▉       | 2048359/7086503 [22:47<21:41, 3870.14it/s]
读取数据:  29%|██▉       | 2048753/7086503 [22:47<21:35, 3890.14it/s]
读取数据:  29%|██▉       | 2049196/7086503 [22:47<20:43, 4049.38it/s]
读取数据:  29%|██▉       | 2049670/7086503 [22:47<19:43, 4255.02it/s]
读取数据:  29%|██▉       | 2050096/7086503 [22:49<2:12:35, 633.09it/s]
读取数据:  29%|██▉       | 2050401/7086503 [22:49<1:48:15, 775.35it/s]
读取数据:  29%|██▉       | 2050702/7086503 [22:49<1:28:47, 945.31it/s]
读取数据:  29%|██▉       | 2050997/7086503 [22:49<1:13:28, 1142.33it/s]
读取数据:  29%|██▉       | 2051289/7086503 [22:50<1:02:21, 1345.60it/s]
读取数据:  29%|██▉       | 2051589/7086503 [22:50<52:40, 1593.13it/s]  
读取数据:  29%|██▉       | 2051907/7086503 [22:50<44:50, 1871.36it/s]
读取数据:  29%|██▉       | 2052244/7086503 [22:50<38:38, 2171.71it/s]
读取数据:  29%|██▉       | 2052577/7086503 [22:50<34:33, 2427.22it/s]
读取数据:  29%|██▉       | 2052893/7086503 [22:50<32:46, 2559.27it/s]
读取数据:  29%|██▉       | 2053203/7086503 [22:50<31:32, 2660.06it/s]
读取数据:  29%|██▉       | 2053555/7086503 [22:50<29:05, 2882.98it/s]
读取数据:  29%|██▉       | 2053874/7086503 [22:50<29:01, 2890.08it/s]
读取数据:  29%|██▉       | 2054207/7086503 [22:50<27:52, 3009.50it/s]
读取数据:  29%|██▉       | 2054554/7086503 [22:51<26:43, 3137.56it/s]
读取数据:  29%|██▉       | 2054910/7086503 [22:51<25:47, 3252.37it/s]
读取数据:  29%|██▉       | 2055293/7086503 [22:51<24:32, 3415.75it/s]
读取数据:  29%|██▉       | 2055674/7086503 [22:51<23:45, 3529.89it/s]
读取数据:  29%|██▉       | 2056042/7086503 [22:51<23:31, 3563.85it/s]
读取数据:  29%|██▉       | 2056483/7086503 [22:51<21:59, 3811.74it/s]
读取数据:  29%|██▉       | 2056867/7086503 [22:51<22:01, 3805.24it/s]
读取数据:  29%|██▉       | 2057333/7086503 [22:51<20:39, 4057.95it/s]
读取数据:  29%|██▉       | 2057761/7086503 [22:51<20:20, 4121.76it/s]
读取数据:  29%|██▉       | 2058218/7086503 [22:51<19:41, 4254.17it/s]
读取数据:  29%|██▉       | 2058645/7086503 [22:52<19:48, 4228.81it/s]
读取数据:  29%|██▉       | 2059069/7086503 [22:52<22:30, 3723.05it/s]
读取数据:  29%|██▉       | 2059453/7086503 [22:52<22:21, 3748.70it/s]
读取数据:  29%|██▉       | 2059874/7086503 [22:52<21:36, 3877.24it/s]
读取数据:  29%|██▉       | 2060347/7086503 [22:52<20:19, 4120.15it/s]
读取数据:  29%|██▉       | 2060816/7086503 [22:52<19:33, 4281.45it/s]
读取数据:  29%|██▉       | 2061315/7086503 [22:52<18:40, 4485.76it/s]
读取数据:  29%|██▉       | 2061785/7086503 [22:52<18:28, 4531.71it/s]
读取数据:  29%|██▉       | 2062241/7086503 [22:52<18:42, 4474.69it/s]
读取数据:  29%|██▉       | 2062691/7086503 [22:53<24:43, 3387.05it/s]
读取数据:  29%|██▉       | 2063416/7086503 [22:53<19:23, 4316.13it/s]
读取数据:  29%|██▉       | 2064120/7086503 [22:53<16:42, 5011.32it/s]
读取数据:  29%|██▉       | 2064884/7086503 [22:53<14:38, 5714.45it/s]
读取数据:  29%|██▉       | 2065698/7086503 [22:53<13:06, 6384.45it/s]
读取数据:  29%|██▉       | 2066525/7086503 [22:53<12:06, 6913.74it/s]
读取数据:  29%|██▉       | 2067332/7086503 [22:53<11:32, 7245.71it/s]
读取数据:  29%|██▉       | 2068092/7086503 [22:53<11:22, 7348.43it/s]
读取数据:  29%|██▉       | 2068842/7086503 [22:53<12:09, 6879.85it/s]
读取数据:  29%|██▉       | 2069547/7086503 [22:54<12:13, 6838.44it/s]
读取数据:  29%|██▉       | 2070260/7086503 [22:54<12:04, 6920.68it/s]
读取数据:  29%|██▉       | 2070961/7086503 [22:54<12:27, 6706.63it/s]
读取数据:  29%|██▉       | 2071639/7086503 [22:54<12:32, 6660.23it/s]
读取数据:  29%|██▉       | 2072310/7086503 [22:54<12:39, 6602.02it/s]
读取数据:  29%|██▉       | 2073122/7086503 [22:54<11:52, 7039.22it/s]
读取数据:  29%|██▉       | 2073938/7086503 [22:54<11:20, 7364.47it/s]
读取数据:  29%|██▉       | 2074753/7086503 [22:54<10:59, 7594.98it/s]
读取数据:  29%|██▉       | 2075538/7086503 [22:54<10:53, 7668.86it/s]
读取数据:  29%|██▉       | 2076308/7086503 [22:54<10:54, 7652.99it/s]
读取数据:  29%|██▉       | 2077077/7086503 [22:55<10:53, 7663.44it/s]
读取数据:  29%|██▉       | 2077845/7086503 [22:55<11:00, 7582.47it/s]
读取数据:  29%|██▉       | 2079050/7086503 [22:55<09:22, 8905.50it/s]
读取数据:  29%|██▉       | 2083390/7086503 [22:55<04:21, 19162.68it/s]
读取数据:  29%|██▉       | 2087517/7086503 [22:55<03:14, 25750.88it/s]
读取数据:  30%|██▉       | 2091974/7086503 [22:55<02:39, 31371.41it/s]
读取数据:  30%|██▉       | 2096415/7086503 [22:55<02:21, 35269.58it/s]
读取数据:  30%|██▉       | 2100000/7086503 [22:56<06:10, 13459.69it/s]
读取数据:  30%|██▉       | 2102642/7086503 [22:56<06:39, 12483.93it/s]
读取数据:  30%|██▉       | 2107017/7086503 [22:56<04:55, 16869.41it/s]
读取数据:  30%|██▉       | 2111083/7086503 [22:56<03:58, 20840.14it/s]
读取数据:  30%|██▉       | 2115406/7086503 [22:56<03:17, 25149.40it/s]
读取数据:  30%|██▉       | 2119592/7086503 [22:56<02:52, 28753.38it/s]
读取数据:  30%|██▉       | 2124112/7086503 [22:57<02:32, 32626.64it/s]
读取数据:  30%|███       | 2128702/7086503 [22:57<02:17, 35966.60it/s]
读取数据:  30%|███       | 2133480/7086503 [22:57<02:06, 39089.53it/s]
读取数据:  30%|███       | 2138224/7086503 [22:57<01:59, 41378.98it/s]
读取数据:  30%|███       | 2143101/7086503 [22:57<01:53, 43458.84it/s]
读取数据:  30%|███       | 2148066/7086503 [22:57<01:49, 45226.52it/s]
读取数据:  30%|███       | 2152765/7086503 [22:58<04:19, 19013.56it/s]
读取数据:  30%|███       | 2157138/7086503 [22:58<03:37, 22649.91it/s]
读取数据:  31%|███       | 2161659/7086503 [22:58<03:05, 26567.96it/s]
读取数据:  31%|███       | 2166280/7086503 [22:58<02:41, 30472.06it/s]
读取数据:  31%|███       | 2171280/7086503 [22:58<02:21, 34790.93it/s]
读取数据:  31%|███       | 2176259/7086503 [22:58<02:07, 38391.40it/s]
读取数据:  31%|███       | 2181039/7086503 [22:58<02:00, 40793.46it/s]
读取数据:  31%|███       | 2185691/7086503 [22:58<01:56, 42002.55it/s]
读取数据:  31%|███       | 2190373/7086503 [22:58<01:53, 43325.68it/s]
读取数据:  31%|███       | 2195190/7086503 [22:59<01:49, 44691.11it/s]
读取数据:  31%|███       | 2199898/7086503 [22:59<01:47, 45363.21it/s]
读取数据:  31%|███       | 2204591/7086503 [22:59<04:18, 18890.26it/s]
读取数据:  31%|███       | 2209007/7086503 [22:59<03:35, 22585.03it/s]
读取数据:  31%|███       | 2213505/7086503 [22:59<03:04, 26454.11it/s]
读取数据:  31%|███▏      | 2218208/7086503 [23:00<02:39, 30526.98it/s]
读取数据:  31%|███▏      | 2222923/7086503 [23:00<02:22, 34190.39it/s]
读取数据:  31%|███▏      | 2227720/7086503 [23:00<02:09, 37489.12it/s]
读取数据:  32%|███▏      | 2232537/7086503 [23:00<02:00, 40211.17it/s]
读取数据:  32%|███▏      | 2237471/7086503 [23:00<01:53, 42647.76it/s]
读取数据:  32%|███▏      | 2242462/7086503 [23:00<01:48, 44651.74it/s]
读取数据:  32%|███▏      | 2247446/7086503 [23:00<01:44, 46117.32it/s]
读取数据:  32%|███▏      | 2252289/7086503 [23:01<04:15, 18916.73it/s]
读取数据:  32%|███▏      | 2256472/7086503 [23:01<03:37, 22182.36it/s]
读取数据:  32%|███▏      | 2260855/7086503 [23:01<03:06, 25843.98it/s]
读取数据:  32%|███▏      | 2265493/7086503 [23:01<02:41, 29840.66it/s]
读取数据:  32%|███▏      | 2270246/7086503 [23:01<02:22, 33688.81it/s]
读取数据:  32%|███▏      | 2275021/7086503 [23:01<02:09, 37021.96it/s]
读取数据:  32%|███▏      | 2279677/7086503 [23:01<02:01, 39434.39it/s]
读取数据:  32%|███▏      | 2284488/7086503 [23:01<01:55, 41735.75it/s]
读取数据:  32%|███▏      | 2289220/7086503 [23:02<01:50, 43269.10it/s]
读取数据:  32%|███▏      | 2294002/7086503 [23:02<01:47, 44552.27it/s]
读取数据:  32%|███▏      | 2298691/7086503 [23:02<01:48, 44297.47it/s]
读取数据:  33%|███▎      | 2303285/7086503 [23:02<04:37, 17212.90it/s]
读取数据:  33%|███▎      | 2307562/7086503 [23:03<03:50, 20688.60it/s]
读取数据:  33%|███▎      | 2311242/7086503 [23:03<03:25, 23236.79it/s]
读取数据:  33%|███▎      | 2315500/7086503 [23:03<02:57, 26854.42it/s]
读取数据:  33%|███▎      | 2320029/7086503 [23:03<02:34, 30756.55it/s]
读取数据:  33%|███▎      | 2324576/7086503 [23:03<02:19, 34170.39it/s]
读取数据:  33%|███▎      | 2329514/7086503 [23:03<02:05, 37957.72it/s]
读取数据:  33%|███▎      | 2334625/7086503 [23:03<01:54, 41408.30it/s]
读取数据:  33%|███▎      | 2339480/7086503 [23:03<01:49, 43354.42it/s]
读取数据:  33%|███▎      | 2344458/7086503 [23:03<01:45, 45154.14it/s]
读取数据:  33%|███▎      | 2349510/7086503 [23:03<01:41, 46685.47it/s]
读取数据:  33%|███▎      | 2354371/7086503 [23:04<04:14, 18613.07it/s]
读取数据:  33%|███▎      | 2358951/7086503 [23:04<03:30, 22427.11it/s]
读取数据:  33%|███▎      | 2362869/7086503 [23:04<03:09, 24894.44it/s]
读取数据:  33%|███▎      | 2367392/7086503 [23:04<02:44, 28767.80it/s]
读取数据:  33%|███▎      | 2371855/7086503 [23:04<02:26, 32160.17it/s]
读取数据:  34%|███▎      | 2376073/7086503 [23:05<02:16, 34505.40it/s]
读取数据:  34%|███▎      | 2380870/7086503 [23:05<02:04, 37879.28it/s]
读取数据:  34%|███▎      | 2385630/7086503 [23:05<01:56, 40438.36it/s]
读取数据:  34%|███▎      | 2390499/7086503 [23:05<01:49, 42695.10it/s]
读取数据:  34%|███▍      | 2395599/7086503 [23:05<01:44, 45027.81it/s]
读取数据:  34%|███▍      | 2400349/7086503 [23:06<04:22, 17821.31it/s]
读取数据:  34%|███▍      | 2404563/7086503 [23:06<03:41, 21164.67it/s]
读取数据:  34%|███▍      | 2409032/7086503 [23:06<03:06, 25026.83it/s]
读取数据:  34%|███▍      | 2413600/7086503 [23:06<02:41, 28948.70it/s]
读取数据:  34%|███▍      | 2418430/7086503 [23:06<02:21, 33077.64it/s]
读取数据:  34%|███▍      | 2423408/7086503 [23:06<02:06, 36979.05it/s]
读取数据:  34%|███▍      | 2428299/7086503 [23:06<01:56, 39959.07it/s]
读取数据:  34%|███▍      | 2432942/7086503 [23:06<01:52, 41495.07it/s]
读取数据:  34%|███▍      | 2437564/7086503 [23:06<01:51, 41670.32it/s]
读取数据:  34%|███▍      | 2442063/7086503 [23:07<01:50, 41925.82it/s]
读取数据:  35%|███▍      | 2446520/7086503 [23:07<01:48, 42660.84it/s]
读取数据:  35%|███▍      | 2450955/7086503 [23:07<04:36, 16752.57it/s]
读取数据:  35%|███▍      | 2455096/7086503 [23:07<03:50, 20117.30it/s]
读取数据:  35%|███▍      | 2459404/7086503 [23:08<03:13, 23863.08it/s]
读取数据:  35%|███▍      | 2463769/7086503 [23:08<02:47, 27602.80it/s]
读取数据:  35%|███▍      | 2468620/7086503 [23:08<02:24, 32042.85it/s]
读取数据:  35%|███▍      | 2473229/7086503 [23:08<02:10, 35309.95it/s]
读取数据:  35%|███▍      | 2477744/7086503 [23:08<02:02, 37765.98it/s]
读取数据:  35%|███▌      | 2482573/7086503 [23:08<01:53, 40523.74it/s]
读取数据:  35%|███▌      | 2487446/7086503 [23:08<01:47, 42758.23it/s]
读取数据:  35%|███▌      | 2492073/7086503 [23:08<01:45, 43643.60it/s]
读取数据:  35%|███▌      | 2496689/7086503 [23:08<01:45, 43656.29it/s]
读取数据:  35%|███▌      | 2496689/7086503 [23:23<01:45, 43656.29it/s]
读取数据:  35%|███▌      | 2500000/7086503 [28:55<31:09:55, 40.88it/s]
读取数据:  35%|███▌      | 2502468/7086503 [28:55<24:57:26, 51.02it/s]
读取数据:  35%|███▌      | 2506535/7086503 [28:55<16:59:15, 74.89it/s]
读取数据:  35%|███▌      | 2510549/7086503 [28:55<11:42:56, 108.50it/s]
读取数据:  35%|███▌      | 2514528/7086503 [28:55<8:08:30, 155.98it/s] 
读取数据:  36%|███▌      | 2518690/7086503 [28:56<5:35:44, 226.75it/s]
读取数据:  36%|███▌      | 2522861/7086503 [28:56<3:52:08, 327.65it/s]
读取数据:  36%|███▌      | 2526986/7086503 [28:56<2:41:54, 469.36it/s]
读取数据:  36%|███▌      | 2531064/7086503 [28:56<1:53:42, 667.74it/s]
读取数据:  36%|███▌      | 2535202/7086503 [28:56<1:19:40, 952.02it/s]
读取数据:  36%|███▌      | 2539294/7086503 [28:56<56:16, 1346.76it/s] 
读取数据:  36%|███▌      | 2543493/7086503 [28:56<39:35, 1912.22it/s]
读取数据:  36%|███▌      | 2547740/7086503 [28:56<27:59, 2702.49it/s]
读取数据:  36%|███▌      | 2551896/7086503 [28:57<23:17, 3245.62it/s]
读取数据:  36%|███▌      | 2555919/7086503 [28:57<16:59, 4442.42it/s]
读取数据:  36%|███▌      | 2560068/7086503 [28:57<12:24, 6078.83it/s]
读取数据:  36%|███▌      | 2564179/7086503 [28:57<09:14, 8158.47it/s]
读取数据:  36%|███▌      | 2568325/7086503 [28:57<06:59, 10761.91it/s]
读取数据:  36%|███▋      | 2572400/7086503 [28:57<05:27, 13774.55it/s]
读取数据:  36%|███▋      | 2576722/7086503 [28:57<04:18, 17470.03it/s]
读取数据:  36%|███▋      | 2581108/7086503 [28:58<03:29, 21481.56it/s]
读取数据:  36%|███▋      | 2585340/7086503 [28:58<02:58, 25198.93it/s]
读取数据:  37%|███▋      | 2589615/7086503 [28:58<02:36, 28762.27it/s]
读取数据:  37%|███▋      | 2593880/7086503 [28:58<02:20, 31883.81it/s]
读取数据:  37%|███▋      | 2598103/7086503 [28:58<02:11, 34051.37it/s]
读取数据:  37%|███▋      | 2602275/7086503 [28:59<05:13, 14320.74it/s]
读取数据:  37%|███▋      | 2606208/7086503 [28:59<04:16, 17492.71it/s]
读取数据:  37%|███▋      | 2610215/7086503 [28:59<03:33, 20953.34it/s]
读取数据:  37%|███▋      | 2614437/7086503 [28:59<03:00, 24776.17it/s]
读取数据:  37%|███▋      | 2618517/7086503 [28:59<02:39, 28040.90it/s]
读取数据:  37%|███▋      | 2622616/7086503 [28:59<02:24, 30965.74it/s]
读取数据:  37%|███▋      | 2626710/7086503 [28:59<02:13, 33397.65it/s]
读取数据:  37%|███▋      | 2630829/7086503 [28:59<02:05, 35388.85it/s]
读取数据:  37%|███▋      | 2634948/7086503 [28:59<02:00, 36948.95it/s]
读取数据:  37%|███▋      | 2638993/7086503 [29:00<01:58, 37685.00it/s]
读取数据:  37%|███▋      | 2643012/7086503 [29:00<01:56, 38235.99it/s]
读取数据:  37%|███▋      | 2647077/7086503 [29:00<01:54, 38927.71it/s]
读取数据:  37%|███▋      | 2651098/7086503 [29:00<05:04, 14576.54it/s]
读取数据:  37%|███▋      | 2655052/7086503 [29:01<04:07, 17909.21it/s]
读取数据:  38%|███▊      | 2659269/7086503 [29:01<03:23, 21794.37it/s]
读取数据:  38%|███▊      | 2663431/7086503 [29:01<02:53, 25485.20it/s]
读取数据:  38%|███▊      | 2667697/7086503 [29:01<02:31, 29092.63it/s]
读取数据:  38%|███▊      | 2671923/7086503 [29:01<02:17, 32129.54it/s]
读取数据:  38%|███▊      | 2675919/7086503 [29:01<02:09, 34058.43it/s]
读取数据:  38%|███▊      | 2679988/7086503 [29:01<02:03, 35789.31it/s]
读取数据:  38%|███▊      | 2684078/7086503 [29:01<01:58, 37177.02it/s]
读取数据:  38%|███▊      | 2688289/7086503 [29:01<01:54, 38555.57it/s]
读取数据:  38%|███▊      | 2692443/7086503 [29:01<01:51, 39405.75it/s]
读取数据:  38%|███▊      | 2696569/7086503 [29:02<01:49, 39922.75it/s]
读取数据:  38%|███▊      | 2700681/7086503 [29:02<04:55, 14829.89it/s]
读取数据:  38%|███▊      | 2704561/7086503 [29:02<04:03, 18027.35it/s]
读取数据:  38%|███▊      | 2708651/7086503 [29:02<03:21, 21688.11it/s]
读取数据:  38%|███▊      | 2712716/7086503 [29:03<02:53, 25216.72it/s]
读取数据:  38%|███▊      | 2716933/7086503 [29:03<02:31, 28776.57it/s]
读取数据:  38%|███▊      | 2721190/7086503 [29:03<02:16, 31959.71it/s]
读取数据:  38%|███▊      | 2725477/7086503 [29:03<02:05, 34663.93it/s]
读取数据:  39%|███▊      | 2729689/7086503 [29:03<01:59, 36597.30it/s]
读取数据:  39%|███▊      | 2733906/7086503 [29:03<01:54, 38111.17it/s]
读取数据:  39%|███▊      | 2738048/7086503 [29:03<01:52, 38794.20it/s]
读取数据:  39%|███▊      | 2742163/7086503 [29:03<01:50, 39377.49it/s]
读取数据:  39%|███▉      | 2746519/7086503 [29:03<01:46, 40582.74it/s]
读取数据:  39%|███▉      | 2750700/7086503 [29:04<04:47, 15068.26it/s]
读取数据:  39%|███▉      | 2754895/7086503 [29:04<03:52, 18643.21it/s]
读取数据:  39%|███▉      | 2759066/7086503 [29:04<03:13, 22324.75it/s]
读取数据:  39%|███▉      | 2763281/7086503 [29:04<02:46, 26005.99it/s]
读取数据:  39%|███▉      | 2767511/7086503 [29:04<02:26, 29421.21it/s]
读取数据:  39%|███▉      | 2771972/7086503 [29:05<02:11, 32919.35it/s]
读取数据:  39%|███▉      | 2776256/7086503 [29:05<02:01, 35375.25it/s]
读取数据:  39%|███▉      | 2780437/7086503 [29:05<01:56, 37056.39it/s]
读取数据:  39%|███▉      | 2784662/7086503 [29:05<01:52, 38402.91it/s]
读取数据:  39%|███▉      | 2788873/7086503 [29:05<01:48, 39437.09it/s]
读取数据:  39%|███▉      | 2793137/7086503 [29:05<01:46, 40349.66it/s]
读取数据:  39%|███▉      | 2797346/7086503 [29:05<01:45, 40475.58it/s]
读取数据:  40%|███▉      | 2801515/7086503 [29:06<04:59, 14320.24it/s]
读取数据:  40%|███▉      | 2805222/7086503 [29:06<04:08, 17212.09it/s]
读取数据:  40%|███▉      | 2809206/7086503 [29:06<03:26, 20689.21it/s]
读取数据:  40%|███▉      | 2813250/7086503 [29:06<02:56, 24244.24it/s]
读取数据:  40%|███▉      | 2817375/7086503 [29:06<02:34, 27712.92it/s]
读取数据:  40%|███▉      | 2821667/7086503 [29:06<02:16, 31149.25it/s]
读取数据:  40%|███▉      | 2825825/7086503 [29:06<02:06, 33692.22it/s]
读取数据:  40%|███▉      | 2830133/7086503 [29:07<01:57, 36118.81it/s]
读取数据:  40%|███▉      | 2834310/7086503 [29:07<01:52, 37642.37it/s]
读取数据:  40%|████      | 2838431/7086503 [29:07<01:50, 38331.82it/s]
读取数据:  40%|████      | 2842739/7086503 [29:07<01:46, 39673.59it/s]
读取数据:  40%|████      | 2846892/7086503 [29:07<01:46, 39969.76it/s]
读取数据:  40%|████      | 2851020/7086503 [29:08<04:56, 14269.46it/s]
读取数据:  40%|████      | 2854744/7086503 [29:08<04:05, 17204.72it/s]
读取数据:  40%|████      | 2858683/7086503 [29:08<03:25, 20620.36it/s]
读取数据:  40%|████      | 2862608/7086503 [29:08<02:56, 23985.05it/s]
读取数据:  40%|████      | 2866821/7086503 [29:08<02:32, 27705.74it/s]
读取数据:  41%|████      | 2871123/7086503 [29:08<02:15, 31174.43it/s]
读取数据:  41%|████      | 2875338/7086503 [29:08<02:04, 33858.27it/s]
读取数据:  41%|████      | 2879372/7086503 [29:08<01:58, 35517.10it/s]
读取数据:  41%|████      | 2883604/7086503 [29:09<01:52, 37351.19it/s]
读取数据:  41%|████      | 2887798/7086503 [29:09<01:48, 38627.65it/s]
读取数据:  41%|████      | 2892173/7086503 [29:09<01:44, 40084.16it/s]
读取数据:  41%|████      | 2896368/7086503 [29:09<01:43, 40593.75it/s]
读取数据:  41%|████      | 2900560/7086503 [29:10<04:49, 14464.11it/s]
读取数据:  41%|████      | 2904516/7086503 [29:10<03:56, 17682.01it/s]
读取数据:  41%|████      | 2908601/7086503 [29:10<03:16, 21270.67it/s]
读取数据:  41%|████      | 2912845/7086503 [29:10<02:46, 25091.98it/s]
读取数据:  41%|████      | 2917203/7086503 [29:10<02:24, 28891.59it/s]
读取数据:  41%|████      | 2921774/7086503 [29:10<02:07, 32708.44it/s]
读取数据:  41%|████▏     | 2926752/7086503 [29:10<01:52, 36884.01it/s]
读取数据:  41%|████▏     | 2931202/7086503 [29:10<01:46, 38856.11it/s]
读取数据:  41%|████▏     | 2935608/7086503 [29:10<01:43, 40082.05it/s]
读取数据:  41%|████▏     | 2939993/7086503 [29:12<07:38, 9040.67it/s] 
读取数据:  42%|████▏     | 2943158/7086503 [29:14<15:35, 4427.23it/s]
读取数据:  42%|████▏     | 2945423/7086503 [29:15<20:51, 3307.84it/s]
读取数据:  42%|████▏     | 2947057/7086503 [29:16<24:11, 2852.72it/s]
读取数据:  42%|████▏     | 2948252/7086503 [29:17<26:19, 2619.98it/s]
读取数据:  42%|████▏     | 2949142/7086503 [29:17<28:00, 2461.97it/s]
读取数据:  42%|████▏     | 2949818/7086503 [29:18<29:32, 2334.08it/s]
读取数据:  42%|████▏     | 2950343/7086503 [29:19<50:10, 1373.93it/s]
读取数据:  42%|████▏     | 2950722/7086503 [29:19<50:13, 1372.41it/s]
读取数据:  42%|████▏     | 2951028/7086503 [29:20<50:09, 1374.23it/s]
读取数据:  42%|████▏     | 2951284/7086503 [29:20<51:55, 1327.16it/s]
读取数据:  42%|████▏     | 2951495/7086503 [29:20<52:25, 1314.74it/s]
读取数据:  42%|████▏     | 2951680/7086503 [29:20<1:00:16, 1143.45it/s]
读取数据:  42%|████▏     | 2951828/7086503 [29:20<1:00:26, 1140.24it/s]
读取数据:  42%|████▏     | 2951966/7086503 [29:21<1:02:26, 1103.66it/s]
读取数据:  42%|████▏     | 2952113/7086503 [29:21<59:32, 1157.37it/s]  
读取数据:  42%|████▏     | 2952250/7086503 [29:21<57:44, 1193.38it/s]
读取数据:  42%|████▏     | 2952394/7086503 [29:21<55:27, 1242.35it/s]
读取数据:  42%|████▏     | 2952542/7086503 [29:21<53:14, 1294.10it/s]
读取数据:  42%|████▏     | 2952682/7086503 [29:21<52:15, 1318.42it/s]
读取数据:  42%|████▏     | 2952832/7086503 [29:21<50:32, 1363.32it/s]
读取数据:  42%|████▏     | 2952975/7086503 [29:21<50:01, 1376.99it/s]
读取数据:  42%|████▏     | 2953118/7086503 [29:21<49:35, 1389.05it/s]
读取数据:  42%|████▏     | 2953261/7086503 [29:21<49:31, 1390.97it/s]
读取数据:  42%|████▏     | 2953403/7086503 [29:22<1:00:21, 1141.28it/s]
读取数据:  42%|████▏     | 2953537/7086503 [29:22<57:54, 1189.54it/s]  
读取数据:  42%|████▏     | 2953677/7086503 [29:22<55:22, 1244.05it/s]
读取数据:  42%|████▏     | 2953808/7086503 [29:22<55:03, 1251.11it/s]
读取数据:  42%|████▏     | 2953938/7086503 [29:22<58:17, 1181.55it/s]
读取数据:  42%|████▏     | 2954067/7086503 [29:22<56:57, 1209.02it/s]
读取数据:  42%|████▏     | 2954191/7086503 [29:22<59:45, 1152.49it/s]
读取数据:  42%|████▏     | 2954316/7086503 [29:22<58:26, 1178.54it/s]
读取数据:  42%|████▏     | 2954436/7086503 [29:23<1:04:34, 1066.37it/s]
读取数据:  42%|████▏     | 2954546/7086503 [29:23<1:05:54, 1044.77it/s]
读取数据:  42%|████▏     | 2954653/7086503 [29:23<1:09:37, 989.02it/s] 
读取数据:  42%|████▏     | 2954754/7086503 [29:23<1:31:47, 750.14it/s]
读取数据:  42%|████▏     | 2954886/7086503 [29:23<1:18:32, 876.71it/s]
读取数据:  42%|████▏     | 2954985/7086503 [29:23<1:21:37, 843.57it/s]
读取数据:  42%|████▏     | 2955098/7086503 [29:23<1:18:58, 871.88it/s]
读取数据:  42%|████▏     | 2955236/7086503 [29:23<1:09:03, 997.07it/s]
读取数据:  42%|████▏     | 2955342/7086503 [29:24<1:17:50, 884.51it/s]
读取数据:  42%|████▏     | 2955438/7086503 [29:24<1:16:19, 902.17it/s]
读取数据:  42%|████▏     | 2955551/7086503 [29:24<1:11:37, 961.27it/s]
读取数据:  42%|████▏     | 2955697/7086503 [29:24<1:09:48, 986.31it/s]
读取数据:  42%|████▏     | 2955799/7086503 [29:24<1:18:51, 873.07it/s]
读取数据:  42%|████▏     | 2955890/7086503 [29:24<1:20:13, 858.13it/s]
读取数据:  42%|████▏     | 2956020/7086503 [29:24<1:11:04, 968.54it/s]
读取数据:  42%|████▏     | 2956124/7086503 [29:24<1:13:14, 939.90it/s]
读取数据:  42%|████▏     | 2956269/7086503 [29:25<1:04:08, 1073.28it/s]
读取数据:  42%|████▏     | 2956423/7086503 [29:25<57:23, 1199.39it/s]  
读取数据:  42%|████▏     | 2956575/7086503 [29:25<53:23, 1289.34it/s]
读取数据:  42%|████▏     | 2956734/7086503 [29:25<50:03, 1374.88it/s]
读取数据:  42%|████▏     | 2956874/7086503 [29:25<54:29, 1263.19it/s]
读取数据:  42%|████▏     | 2957004/7086503 [29:25<55:51, 1232.06it/s]
读取数据:  42%|████▏     | 2957130/7086503 [29:25<1:04:56, 1059.65it/s]
读取数据:  42%|████▏     | 2957242/7086503 [29:25<1:07:44, 1015.97it/s]
读取数据:  42%|████▏     | 2957348/7086503 [29:26<1:18:23, 877.98it/s] 
读取数据:  42%|████▏     | 2957497/7086503 [29:26<1:07:22, 1021.35it/s]
读取数据:  42%|████▏     | 2957607/7086503 [29:26<1:09:23, 991.71it/s] 
读取数据:  42%|████▏     | 2957715/7086503 [29:26<1:08:00, 1011.89it/s]
读取数据:  42%|████▏     | 2957854/7086503 [29:26<1:01:51, 1112.40it/s]
